-78.7408,-3.3056,2.826,3.454
-79.6336,-2.8976,3.140,3.140
-80.5283,-2.4879,3.454,2.826
-81.4269,-2.0902,3.454,2.826
-82.3255,-1.7072,3.454,2.826
-83.2333,-1.3356,3.454,2.826
-84.1485,-0.9761,3.454,2.826
-85.0663,-0.6306,3.454,2.826
-85.9862,-0.2991,3.454,2.826
-86.9097,0.0190,3.454,2.826
-87.8421,0.3255,3.454,2.826
-88.7847,0.6207,3.454,2.826
-89.7245,0.9005,3.454,2.826
-90.6571,1.2095,3.454,2.826
-91.6133,1.4497,3.454,2.826
-92.5633,1.6769,3.454,2.826
-93.5184,1.8994,3.454,2.826
-94.4734,2.1076,3.454,2.826
-95.4336,2.3026,3.454,2.826
-96.4021,2.4851,3.454,2.826
-97.3683,2.6529,3.454,2.826
-98.3356,2.8068,3.454,2.826
-99.3061,2.9472,3.454,2.826
-100.2816,3.0743,3.454,2.826
-101.2611,3.1877,3.454,2.826
-102.2381,3.2870,3.454,2.826
-103.2095,3.3718,3.454,2.826
-104.1903,3.4434,3.454,2.826
-105.1732,3.5012,3.454,2.826
-106.1502,3.5448,3.454,2.826
-107.1287,3.5746,3.454,2.826
-108.1092,3.5906,3.454,2.826
-109.0892,3.5928,3.454,2.826
-110.0680,3.5817,3.454,2.826
-111.0551,3.5579,3.454,2.826
-112.0359,3.5209,3.454,2.826
-113.0179,3.4702,3.454,2.826
-113.9984,3.4058,3.454,2.826
-114.9754,3.3279,3.454,2.826
-115.9496,3.2364,3.454,2.826
-116.9249,3.1310,3.454,2.826
-117.8962,3.0121,3.454,2.826
-118.8666,2.8794,3.454,2.826
-119.8356,2.7330,3.454,2.826
-120.8043,2.5726,3.454,2.826
-121.7697,2.3988,3.454,2.826
-122.7389,2.2101,3.454,2.826
-123.7030,2.0083,3.454,2.826
-124.6581,1.7943,3.454,2.826
-125.6121,1.5663,3.454,2.826
-126.5602,1.3256,3.454,2.826
-127.5070,1.0709,3.454,2.826
-128.4493,0.8031,3.454,2.826
-129.3852,0.5228,3.454,2.826
-130.3245,0.2269,3.454,2.826
-131.2557,-0.0809,3.454,2.826
-132.1816,-0.4016,3.454,2.826
-133.1064,-0.7365,3.454,2.826
-134.0226,-1.0831,3.454,2.826
-134.9355,-1.4432,3.454,2.826
-135.8424,-1.8159,3.454,2.826
-134.8649,-1.8116,3.454,2.826
-133.8805,-1.8089,3.454,2.826
-132.9042,-1.7971,3.454,2.826
-131.9235,-1.7723,3.454,2.826
-130.9409,-1.7342,3.454,2.826
-129.9593,-1.6822,3.454,2.826
-128.9814,-1.6168,3.454,2.826
-128.0046,-1.5377,3.454,2.826
-127.0274,-1.4445,3.454,2.826
-126.0581,-1.3382,3.454,2.826
-125.0905,-1.2181,3.454,2.826
-124.1194,-1.0835,3.454,2.826
-123.1505,-0.9353,3.454,2.826
-122.1785,-0.7726,3.454,2.826
-121.2148,-0.5971,3.454,2.826
-120.2511,-0.4076,3.454,2.826
-119.2918,-0.2049,3.454,2.826
-118.3388,0.0106,3.454,2.826
-117.3826,0.2411,3.454,2.826
-116.4357,0.4835,3.454,2.826
-115.4932,0.7390,3.454,2.826
-114.5474,1.0098,3.454,2.826
-113.6118,1.2921,3.454,2.826
-112.6769,1.5885,2.826,3.454
-111.7413,1.8723,2.826,3.454
-110.7982,2.1450,2.826,3.454
-109.8499,2.4045,2.826,3.454
-108.9024,2.6492,2.826,3.454
-107.9471,2.8814,2.826,3.454
-106.9937,3.0989,2.826,3.454
-106.0346,3.3035,2.826,3.454
-105.0727,3.4944,2.826,3.454
-104.1055,3.6723,2.826,3.454
-103.1362,3.8363,2.826,3.454
-102.1657,3.9865,2.826,3.454
-101.1933,4.1229,2.826,3.454
-100.2220,4.2557,2.826,3.454
-99.2494,4.3637,2.826,3.454
-98.2716,4.4568,2.826,3.454
-97.2928,4.5357,2.826,3.454
-96.3133,4.6007,2.826,3.454
-95.3331,4.6516,2.826,3.454
-94.3521,4.6887,2.826,3.454
-93.3695,4.7119,2.826,3.454
-92.3894,4.7211,2.826,3.454
-91.4049,4.7165,2.826,3.454
-90.4221,4.6995,2.826,3.454
-89.4396,4.6693,2.826,3.454
-88.4583,4.6256,3.140,3.140
-87.4760,4.5813,3.140,3.140
-86.4940,4.5364,3.140,3.140
-85.5122,4.4918,3.140,3.140
-84.5334,4.4475,3.140,3.140
-83.5568,4.4033,3.140,3.140
-82.5736,4.3589,3.140,3.140
-81.5889,4.3145,3.140,3.140
-80.6080,4.2702,3.140,3.140
-79.6345,4.2263,3.140,3.140
-78.6534,4.1820,3.140,3.140
